date,seaice_extent
2025-01-04,509277.8612592709
2025-01-05,509277.8612592709
2025-01-06,509277.8612592709
2025-01-07,509277.8612592709
2025-01-08,509277.8612592709
2025-01-09,509277.8612592709
2025-01-10,509277.8612592709
2025-01-11,509277.8612592709
2025-01-12,509277.8612592709
2025-01-13,509277.8612592709
2025-01-14,509277.8612592709
2025-01-15,509277.8612592709
2025-01-16,509277.8612592709
2025-01-17,509277.8612592709
2025-01-18,509277.8612592709
2025-01-19,509277.8612592709
2025-01-20,509277.8612592709
2025-01-21,509277.8612592709
2025-01-22,509277.8612592709
2025-01-23,509277.8612592709
2025-01-24,509277.8612592709
2025-01-25,509277.8612592709
2025-01-26,509277.8612592709
2025-01-27,509277.8612592709
2025-01-28,509277.8612592709
2025-01-29,509277.8612592709
2025-01-30,509277.8612592709
2025-01-31,509277.8612592709
2025-02-01,509277.8612592709
2025-02-02,509277.8612592709
2025-02-03,509277.8612592709
2025-02-04,509277.8612592709
2025-02-05,509277.8612592709
2025-02-06,509277.8612592709
2025-02-07,509277.8612592709
2025-02-08,509277.8612592709
2025-02-09,509277.8612592709
2025-02-10,509277.8612592709
2025-02-11,509277.8612592709
2025-02-12,509277.8612592709
2025-02-13,509277.8612592709
2025-02-14,509277.8612592709
2025-02-15,509277.8612592709
2025-02-16,509277.8612592709
2025-02-17,509277.8612592709
2025-02-18,509277.8612592709
2025-02-19,509277.8612592709
2025-02-20,509277.8612592709
2025-02-21,509277.8612592709
2025-02-22,509277.8612592709
2025-02-23,509277.8612592709
2025-02-24,509277.8612592709
2025-02-25,509277.8612592709
2025-02-26,509277.8612592709
2025-02-27,509277.8612592709
2025-02-28,509277.8612592709
2025-03-01,509277.8612592709
2025-03-02,509277.8612592709
2025-03-03,509277.8612592709
2025-03-04,509277.8612592709
2025-03-05,509277.8612592709
2025-03-06,509277.8612592709
2025-03-07,509277.8612592709
2025-03-08,509277.8612592709
2025-03-09,509277.8612592709
2025-03-10,509277.8612592709
2025-03-11,509277.8612592709
2025-03-12,509277.8612592709
2025-03-13,509277.8612592709
2025-03-14,509277.8612592709
2025-03-15,509277.8612592709
2025-03-16,509277.8612592709
2025-03-17,509277.8612592709
2025-03-18,509277.8612592709
2025-03-19,509277.8612592709
2025-03-20,509277.8612592709
2025-03-21,509277.8612592709
2025-03-22,509277.8612592709
2025-03-23,509277.8612592709
2025-03-24,509277.8612592709
2025-03-25,509277.8612592709
2025-03-26,509277.8612592709
2025-03-27,509277.8612592709
2025-03-28,509277.8612592709
2025-03-29,509277.8612592709
2025-03-30,509277.8612592709
2025-03-31,509277.8612592709
2025-04-01,509277.8612592709
2025-04-02,509277.8612592709
2025-04-03,509277.8612592709
2025-04-04,509277.8612592709
2025-04-05,509277.8612592709
2025-04-06,509277.8612592709
2025-04-07,509277.8612592709
2025-04-08,509277.8612592709
2025-04-09,509277.8612592709
2025-04-10,509277.8612592709
2025-04-11,509277.8612592709
2025-04-12,509277.8612592709
2025-04-13,509277.8612592709
2025-04-14,509277.8612592709
2025-04-15,509277.8612592709
2025-04-16,509277.8612592709
2025-04-17,509277.8612592709
2025-04-18,509277.8612592709
2025-04-19,509277.8612592709
2025-04-20,509277.8612592709
2025-04-21,509277.8612592709
2025-04-22,509277.8612592709
2025-04-23,509277.8612592709
2025-04-24,509277.8612592709
2025-04-25,509277.8612592709
2025-04-26,509277.8612592709
2025-04-27,509277.8612592709
2025-04-28,509277.8612592709
2025-04-29,509277.8612592709
2025-04-30,509277.8612592709
2025-05-01,509277.8612592709
2025-05-02,509277.8612592709
2025-05-03,509277.8612592709
2025-05-04,509277.8612592709
2025-05-05,509277.8612592709
2025-05-06,509277.8612592709
2025-05-07,509277.8612592709
2025-05-08,509277.8612592709
2025-05-09,509277.8612592709
2025-05-10,509277.8612592709
2025-05-11,509277.8612592709
2025-05-12,508655.23176502535
2025-05-13,508655.23176502535
2025-05-14,503733.66166808986
2025-05-15,506781.9119500783
2025-05-16,503668.0796183794
2025-05-17,507407.36603315256
2025-05-18,504291.41248626856
2025-05-19,504293.80466392904
2025-05-20,504917.9537953766
2025-05-21,506784.9527896161
2025-05-22,509277.8612592709
2025-05-23,506781.14608093246
2025-05-24,504917.64084433264
2025-05-25,507408.8856703545
2025-05-26,505544.4366756795
2025-05-27,508033.04242506536
2025-05-28,504295.45150437264
2025-05-29,507408.3463158199
2025-05-30,508655.23176502535
2025-05-31,508033.04242506536
2025-06-01,508655.23176502535
2025-06-02,509277.8612592709
2025-06-03,506802.78609105694
2025-06-04,499349.85378061415
2025-06-05,495611.00832357776
2025-06-06,495613.0784952671
2025-06-07,496841.75359417533
2025-06-08,496841.75359417533
2025-06-09,493143.7534667609
2025-06-10,485187.60595102934
2025-06-11,467271.59627707256
2025-06-12,465433.7110493596
2025-06-13,462974.24236664374
2025-06-14,467968.93858170975
2025-06-15,467968.93858170975
2025-06-16,458711.72440755286
2025-06-17,458764.68083492096
2025-06-18,449516.33179529366
2025-06-19,451307.2070697616
2025-06-20,439734.89789934986
2025-06-21,455016.89528437075
2025-06-22,432920.0647587838
2025-06-23,429128.72659143622025-06-24,1462500.0,-2337500.0,0.0
2025-06-24,1462500.0,-2312500.0,0.0
2025-06-24,1462500.0,-2287500.0,0.0
2025-06-24,1462500.0,-2262500.0,0.0
2025-06-24,1462500.0,-2237500.0,407186.50818470033
2025-06-24,1462500.0,-2212500.0,407749.601932916
2025-06-24,1462500.0,-2187500.0,408307.5085356821
2025-06-24,1462500.0,-2162500.0,0.0
2025-06-24,1462500.0,-2137500.0,0.0
2025-06-24,1462500.0,-2112500.0,0.0
2025-06-24,1462500.0,-2087500.0,0.0
2025-06-24,1462500.0,-2062500.0,0.0
2025-06-24,1462500.0,-2037500.0,0.0
2025-06-24,1462500.0,-2012500.0,0.0
2025-06-24,1462500.0,-1987500.0,0.0
2025-06-24,1462500.0,-1962500.0,0.0
2025-06-24,1462500.0,-1937500.0,0.0
2025-06-24,1462500.0,-1912500.0,0.0
2025-06-24,1462500.0,-1887500.0,0.0
2025-06-24,1462500.0,-1862500.0,0.0
2025-06-24,1462500.0,-1837500.0,0.0
2025-06-24,1462500.0,-1812500.0,0.0
2025-06-24,1462500.0,-1787500.0,0.0
2025-06-24,1462500.0,-1762500.0,0.0
2025-06-24,1462500.0,-1737500.0,0.0
2025-06-24,1462500.0,-1712500.0,0.0
2025-06-24,1462500.0,-1687500.0,0.0
2025-06-24,1462500.0,-1662500.0,0.0
2025-06-24,1462500.0,-1637500.0,0.0
2025-06-24,1462500.0,-1612500.0,0.0
2025-06-24,1462500.0,-1587500.0,0.0
2025-06-24,1462500.0,-1562500.0,0.0
2025-06-24,1462500.0,-1537500.0,0.0
2025-06-24,1437500.0,-2337500.0,0.0
2025-06-24,1437500.0,-2312500.0,0.0
2025-06-24,1437500.0,-2287500.0,0.0
2025-06-24,1437500.0,-2262500.0,0.0
2025-06-24,1437500.0,-2237500.0,407553.33674888074
2025-06-24,1437500.0,-2212500.0,408117.18559028563
2025-06-24,1437500.0,-2187500.0,408675.8408241448
2025-06-24,1437500.0,-2162500.0,409229.2667531775
2025-06-24,1437500.0,-2137500.0,409777.4279246606
2025-06-24,1437500.0,-2112500.0,0.0
2025-06-24,1437500.0,-2087500.0,0.0
2025-06-24,1437500.0,-2062500.0,0.0
2025-06-24,1437500.0,-2037500.0,0.0
2025-06-24,1437500.0,-2012500.0,0.0
2025-06-24,1437500.0,-1987500.0,0.0
2025-06-24,1437500.0,-1962500.0,0.0
2025-06-24,1437500.0,-1937500.0,0.0
2025-06-24,1437500.0,-1912500.0,0.0
2025-06-24,1437500.0,-1887500.0,0.0
2025-06-24,1437500.0,-1862500.0,0.0
2025-06-24,1437500.0,-1837500.0,0.0
2025-06-24,1437500.0,-1812500.0,0.0
2025-06-24,1437500.0,-1787500.0,0.0
2025-06-24,1437500.0,-1762500.0,0.0
2025-06-24,1437500.0,-1737500.0,0.0
2025-06-24,1437500.0,-1712500.0,0.0
2025-06-24,1437500.0,-1687500.0,0.0
2025-06-24,1437500.0,-1662500.0,0.0
2025-06-24,1437500.0,-1637500.0,0.0
2025-06-24,1437500.0,-1612500.0,0.0
2025-06-24,1437500.0,-1587500.0,0.0
2025-06-24,1437500.0,-1562500.0,0.0
2025-06-24,1437500.0,-1537500.0,0.0
2025-06-24,1412500.0,-2337500.0,0.0
2025-06-24,1412500.0,-2312500.0,0.0
2025-06-24,1412500.0,-2287500.0,0.0
2025-06-24,1412500.0,-2262500.0,0.0
2025-06-24,1412500.0,-2237500.0,407914.3198807393
2025-06-24,1412500.0,-2212500.0,408478.91210156085
2025-06-24,1412500.0,-2187500.0,409038.3043536066
2025-06-24,1412500.0,-2162500.0,409592.46087870444
2025-06-24,1412500.0,-2137500.0,410141.34616343485
2025-06-24,1412500.0,-2112500.0,410684.9249440867
2025-06-24,1412500.0,-2087500.0,0.0
2025-06-24,1412500.0,-2062500.0,0.0
2025-06-24,1412500.0,-2037500.0,0.0
2025-06-24,1412500.0,-2012500.0,0.0
2025-06-24,1412500.0,-1987500.0,0.0
2025-06-24,1412500.0,-1962500.0,0.0
2025-06-24,1412500.0,-1937500.0,0.0
2025-06-24,1412500.0,-1912500.0,0.0
2025-06-24,1412500.0,-1887500.0,0.0
2025-06-24,1412500.0,-1862500.0,0.0
2025-06-24,1412500.0,-1837500.0,0.0
2025-06-24,1412500.0,-1812500.0,0.0
2025-06-24,1412500.0,-1787500.0,0.0
2025-06-24,1412500.0,-1762500.0,0.0
2025-06-24,1412500.0,-1737500.0,0.0
2025-06-24,1412500.0,-1712500.0,0.0
2025-06-24,1412500.0,-1687500.0,0.0
2025-06-24,1412500.0,-1662500.0,0.0
2025-06-24,1412500.0,-1637500.0,0.0
2025-06-24,1412500.0,-1612500.0,0.0
2025-06-24,1412500.0,-1587500.0,0.0
2025-06-24,1412500.0,-1562500.0,0.0
2025-06-24,1412500.0,-1537500.0,0.0
2025-06-24,1387500.0,-2337500.0,0.0
2025-06-24,1387500.0,-2312500.0,0.0
2025-06-24,1387500.0,-2287500.0,0.0
2025-06-24,1387500.0,-2262500.0,0.0
2025-06-24,1387500.0,-2237500.0,408269.433385071
2025-06-24,1387500.0,-2212500.0,408834.757205936
2025-06-24,1387500.0,-2187500.0,409394.8747986002
2025-06-24,1387500.0,-2162500.0,409949.7503446539
2025-06-24,1387500.0,-2137500.0,410499.34827109275
2025-06-24,1387500.0,-2112500.0,411043.6332546463
2025-06-24,1387500.0,-2087500.0,411582.5702270559
2025-06-24,1387500.0,-2062500.0,412116.12437927054
2025-06-24,1387500.0,-2037500.0,0.0
2025-06-24,1387500.0,-2012500.0,0.0
2025-06-24,1387500.0,-1987500.0,0.0
2025-06-24,1387500.0,-1962500.0,0.0
2025-06-24,1387500.0,-1937500.0,0.0
2025-06-24,1387500.0,-1912500.0,0.0
2025-06-24,1387500.0,-1887500.0,0.0
2025-06-24,1387500.0,-1862500.0,0.0
2025-06-24,1387500.0,-1837500.0,0.0
2025-06-24,1387500.0,-1812500.0,0.0
2025-06-24,1387500.0,-1787500.0,0.0
2025-06-24,1387500.0,-1762500.0,0.0
2025-06-24,1387500.0,-1737500.0,0.0
2025-06-24,1387500.0,-1712500.0,0.0
2025-06-24,1387500.0,-1687500.0,0.0
2025-06-24,1387500.0,-1662500.0,0.0
2025-06-24,1387500.0,-1637500.0,0.0
2025-06-24,1387500.0,-1612500.0,0.0
2025-06-24,1387500.0,-1587500.0,0.0
2025-06-24,1387500.0,-1562500.0,0.0
2025-06-24,1387500.0,-1537500.0,0.0
2025-06-24,1362500.0,-2337500.0,0.0
2025-06-24,1362500.0,-2312500.0,0.0
2025-06-24,1362500.0,-2287500.0,0.0
2025-06-24,1362500.0,-2262500.0,0.0
2025-06-24,1362500.0,-2237500.0,408618.6534218364
2025-06-24,1362500.0,-2212500.0,409184.6969991251
2025-06-24,1362500.0,-2187500.0,409745.5281907594
2025-06-24,1362500.0,-2162500.0,410301.111119273
2025-06-24,1362500.0,-2137500.0,410851.4101528679
2025-06-24,1362500.0,-2112500.0,411396.3899099048
2025-06-24,1362500.0,-2087500.0,411936.01526394964
2025-06-24,1362500.0,-2062500.0,412470.2513484173
2025-06-24,1362500.0,-2037500.0,412999.0635612446
2025-06-24,1362500.0,-2012500.0,0.0
2025-06-24,1362500.0,-1987500.0,0.0
2025-06-24,1362500.0,-1962500.0,0.0
2025-06-24,1362500.0,-1937500.0,0.0
2025-06-24,1362500.0,-1912500.0,0.0
2025-06-24,1362500.0,-1887500.0,0.0
2025-06-24,1362500.0,-1862500.0,0.0
2025-06-24,1362500.0,-1837500.0,0.0
2025-06-24,1362500.0,-1812500.0,0.0
2025-06-24,1362500.0,-1787500.0,0.0
2025-06-24,1362500.0,-1762500.0,0.0
2025-06-24,1362500.0,-1737500.0,0.0
2025-06-24,1362500.0,-1712500.0,0.0
2025-06-24,1362500.0,-1687500.0,0.0
2025-06-24,1362500.0,-1662500.0,0.0
2025-06-24,1362500.0,-1637500.0,0.0
2025-06-24,1362500.0,-1612500.0,0.0
2025-06-24,1362500.0,-1587500.0,0.0
2025-06-24,1362500.0,-1562500.0,0.0
2025-06-24,1362500.0,-1537500.0,0.0
2025-06-24,1337500.0,-2337500.0,0.0
2025-06-24,1337500.0,-2312500.0,0.0
2025-06-24,1337500.0,-2287500.0,0.0
2025-06-24,1337500.0,-2262500.0,0.0
2025-06-24,1337500.0,-2237500.0,408961.9565099816
2025-06-24,1337500.0,-2212500.0,409528.7079365456
2025-06-24,1337500.0,-2187500.0,410090.2409224997
2025-06-24,1337500.0,-2162500.0,410646.5195324439
2025-06-24,1337500.0,-2137500.0,411197.50807680533
2025-06-24,1337500.0,-2112500.0,411743.17111626937
2025-06-24,1337500.0,-2087500.0,412283.4734673234
2025-06-24,1337500.0,-2062500.0,412818.38020670885
2025-06-24,1337500.0,-2037500.0,413347.856676021
2025-06-24,1337500.0,-2012500.0,413871.8684866963
2025-06-24,1337500.0,-1987500.0,414390.38152474654
2025-06-24,1337500.0,-1962500.0,0.0
2025-06-24,1337500.0,-1937500.0,0.0
2025-06-24,1337500.0,-1912500.0,0.0
2025-06-24,1337500.0,-1887500.0,0.0
2025-06-24,1337500.0,-1862500.0,0.0
2025-06-24,1337500.0,-1837500.0,0.0
2025-06-24,1337500.0,-1812500.0,0.0
2025-06-24,1337500.0,-1787500.0,0.0
2025-06-24,1337500.0,-1762500.0,0.0
2025-06-24,1337500.0,-1737500.0,0.0
2025-06-24,1337500.0,-1712500.0,0.0
2025-06-24,1337500.0,-1687500.0,0.0
2025-06-24,1337500.0,-1662500.0,0.0
2025-06-24,1337500.0,-1637500.0,0.0
2025-06-24,1337500.0,-1612500.0,0.0
2025-06-24,1337500.0,-1587500.0,0.0
2025-06-24,1337500.0,-1562500.0,0.0
2025-06-24,1337500.0,-1537500.0,0.0
2025-06-24,1312500.0,-2337500.0,0.0
2025-06-24,1312500.0,-2312500.0,0.0
2025-06-24,1312500.0,-2287500.0,0.0
2025-06-24,1312500.0,-2262500.0,0.0
2025-06-24,1312500.0,-2237500.0,0.0
2025-06-24,1312500.0,-2212500.0,409866.7668366692
2025-06-24,1312500.0,-2187500.0,410428.9897503322
2025-06-24,1312500.0,-2162500.0,410985.9522792114
2025-06-24,1312500.0,-2137500.0,411537.61867658107
2025-06-24,1312500.0,-2112500.0,412083.95344692766
2025-06-24,1312500.0,-2087500.0,412624.9213505312
2025-06-24,1312500.0,-2062500.0,413160.4874080698
2025-06-24,1312500.0,-2037500.0,413690.6169058164
2025-06-24,1312500.0,-2012500.0,414215.2754001608
2025-06-24,1312500.0,-1987500.0,414734.4287223435
2025-06-24,1312500.0,-1962500.0,415248.0429833305
2025-06-24,1312500.0,-1937500.0,0.0
2025-06-24,1312500.0,-1912500.0,0.0
2025-06-24,1312500.0,-1887500.0,0.0
2025-06-24,1312500.0,-1862500.0,0.0
2025-06-24,1312500.0,-1837500.0,0.0
2025-06-24,1312500.0,-1812500.0,0.0
2025-06-24,1312500.0,-1787500.0,0.0
2025-06-24,1312500.0,-1762500.0,0.0
2025-06-24,1312500.0,-1737500.0,0.0
2025-06-24,1312500.0,-1712500.0,0.0
2025-06-24,1312500.0,-1687500.0,0.0
2025-06-24,1312500.0,-1662500.0,0.0
2025-06-24,1312500.0,-1637500.0,0.0
2025-06-24,1312500.0,-1612500.0,0.0
2025-06-24,1312500.0,-1587500.0,0.0
2025-06-24,1312500.0,-1562500.0,0.0
2025-06-24,1312500.0,-1537500.0,0.0
2025-06-24,1287500.0,-2337500.0,0.0
2025-06-24,1287500.0,-2312500.0,0.0
2025-06-24,1287500.0,-2287500.0,0.0
2025-06-24,1287500.0,-2262500.0,0.0
2025-06-24,1287500.0,-2237500.0,409630.719731028
2025-06-24,1287500.0,-2212500.0,410198.8508848916
2025-06-24,1287500.0,-2187500.0,410761.7517984347
2025-06-24,1287500.0,-2162500.0,411319.3864228387
2025-06-24,1287500.0,-2137500.0,411871.71895564557
2025-06-24,1287500.0,-2112500.0,412418.71384566894
2025-06-24,1287500.0,-2087500.0,412960.3357979349
2025-06-24,1287500.0,-2062500.0,413496.5497782691
2025-06-24,1287500.0,-2037500.0,414027.32101851737
2025-06-24,1287500.0,-2012500.0,414552.6150207987
2025-06-24,1287500.0,-1987500.0,415072.39756255725
2025-06-24,1287500.0,-1962500.0,415586.63470136025
2025-06-24,1287500.0,-1937500.0,416095.2927794642
2025-06-24,1287500.0,-1912500.0,416598.33842842997
2025-06-24,1287500.0,-1887500.0,0.0
2025-06-24,1287500.0,-1862500.0,0.0
2025-06-24,1287500.0,-1837500.0,0.0
2025-06-24,1287500.0,-1812500.0,0.0
2025-06-24,1287500.0,-1787500.0,0.0
2025-06-24,1287500.0,-1762500.0,0.0
2025-06-24,1287500.0,-1737500.0,0.0
2025-06-24,1287500.0,-1712500.0,0.0
2025-06-24,1287500.0,-1687500.0,0.0
2025-06-24,1287500.0,-1662500.0,0.0
2025-06-24,1287500.0,-1637500.0,0.0
2025-06-24,1287500.0,-1612500.0,0.0
2025-06-24,1287500.0,-1587500.0,0.0
2025-06-24,1287500.0,-1562500.0,0.0
2025-06-24,1287500.0,-1537500.0,0.0
2025-06-24,1262500.0,-2337500.0,0.0
2025-06-24,1262500.0,-2312500.0,0.0
2025-06-24,1262500.0,-2287500.0,408802.9665760696
2025-06-24,1262500.0,-2262500.0,0.0
2025-06-24,1262500.0,-2237500.0,409956.13472662785
2025-06-24,1262500.0,-2212500.0,410524.9376362404
2025-06-24,1262500.0,-2187500.0,411088.5045616311
2025-06-24,1262500.0,-2162500.0,411646.7993987435
2025-06-24,1262500.0,-2137500.0,412199.7862899859
2025-06-24,1262500.0,-2112500.0,412747.4296297834
2025-06-24,1262500.0,-2087500.0,413289.6940687231
2025-06-24,1262500.0,-2062500.0,413826.54451888276
2025-06-24,1262500.0,-2037500.0,414357.9461583545
2025-06-24,1262500.0,-2012500.0,414883.8644360983
2025-06-24,1262500.0,-1987500.0,415404.2650768077
2025-06-24,1262500.0,-1962500.0,415919.1140854137
2025-06-24,1262500.0,-1937500.0,416428.37775221735
2025-06-24,1262500.0,-1912500.0,416932.02265702485
2025-06-24,1262500.0,-1887500.0,417430.01567430905
2025-06-24,1262500.0,-1862500.0,0.0
2025-06-24,1262500.0,-1837500.0,0.0
2025-06-24,1262500.0,-1812500.0,0.0
2025-06-24,1262500.0,-1787500.0,0.0
2025-06-24,1262500.0,-1762500.0,0.0
2025-06-24,1262500.0,-1737500.0,0.0
2025-06-24,1262500.0,-1712500.0,0.0
2025-06-24,1262500.0,-1687500.0,0.0
2025-06-24,1262500.0,-1662500.0,0.0
2025-06-24,1262500.0,-1637500.0,0.0
2025-06-24,1262500.0,-1612500.0,0.0
2025-06-24,1262500.0,-1587500.0,0.0
2025-06-24,1262500.0,-1562500.0,0.0
2025-06-24,1262500.0,-1537500.0,0.0
2025-06-24,1237500.0,-2337500.0,0.0
2025-06-24,1237500.0,-2312500.0,408536.070411093
2025-06-24,1237500.0,-2287500.0,409121.0384474369
2025-06-24,1237500.0,-2262500.0,409700.8747691139
2025-06-24,1237500.0,-2237500.0,410275.54250566015
2025-06-24,1237500.0,-2212500.0,410845.0050192982
2025-06-24,1237500.0,-2187500.0,411409.2259093175
2025-06-24,1237500.0,-2162500.0,411968.1690172296
2025-06-24,1237500.0,-2137500.0,412521.79843186354
2025-06-24,1237500.0,-2112500.0,413070.0784936359
2025-06-24,1237500.0,-2087500.0,413612.973800094
2025-06-24,1237500.0,-2062500.0,414150.4492101294
2025-06-24,1237500.0,-2037500.0,414682.46984935337
2025-06-24,1237500.0,-2012500.0,415209.0011144642
2025-06-24,1237500.0,-1987500.0,415730.0086781172
2025-06-24,1237500.0,-1962500.0,416245.45849388617
2025-06-24,1237500.0,-1937500.0,416755.3168006934
2025-06-24,1237500.0,-1912500.0,417259.55012767523
2025-06-24,1237500.0,-1887500.0,417758.12529907736
2025-06-24,1237500.0,-1862500.0,418251.0094381441
2025-06-24,1237500.0,-1837500.0,418738.1699729281
2025-06-24,1237500.0,-1812500.0,0.0
2025-06-24,1237500.0,-1787500.0,0.0
2025-06-24,1237500.0,-1762500.0,0.0
2025-06-24,1237500.0,-1737500.0,0.0
2025-06-24,1237500.0,-1712500.0,0.0
2025-06-24,1237500.0,-1687500.0,0.0
2025-06-24,1237500.0,-1662500.0,0.0
2025-06-24,1237500.0,-1637500.0,0.0
2025-06-24,1237500.0,-1612500.0,0.0
2025-06-24,1237500.0,-1587500.0,0.0
2025-06-24,1237500.0,-1562500.0,0.0
2025-06-24,1237500.0,-1537500.0,0.0
2025-06-24,1212500.0,-2337500.0,0.0
2025-06-24,1212500.0,-2312500.0,408847.47448767186
2025-06-24,1212500.0,-2287500.0,409433.1061980656
2025-06-24,1212500.0,-2262500.0,410013.6008209867
2025-06-24,1212500.0,-2237500.0,410588.92143180553
2025-06-24,1212500.0,-2212500.0,411159.0313389697
2025-06-24,1212500.0,-2187500.0,411723.8940879684
2025-06-24,1212500.0,-2162500.0,412283.47346737457
2025-06-24,1212500.0,-2137500.0,412837.73351268953
2025-06-24,1212500.0,-2112500.0,413386.63851197297
2025-06-24,1212500.0,-2087500.0,0.0
2025-06-24,1212500.0,-2062500.0,0.0
2025-06-24,1212500.0,-2037500.0,0.0
2025-06-24,1212500.0,-2012500.0,0.0
2025-06-24,1212500.0,-1987500.0,416049.6061646127
2025-06-24,1212500.0,-1962500.0,416565.6456709271
2025-06-24,1212500.0,-1937500.0,417076.0876158176
2025-06-24,1212500.0,-1912500.0,417580.8984787023
2025-06-24,1212500.0,-1887500.0,418080.0450340943
